Customer Name,Customer #,Invoice #,Invoice Amount,Due Date,Predicted Payment Date
WAL-MAR foundation,200769623,1930739609,1991.84,2020-04-18,2020-04-19
COAS foundation,200337148,1930886370,17634.32,2020-05-26,2020-05-27
FEDER,140104240,2960628821,26561.27,2020-05-02,2020-05-04
SMITH'S corp,200820380,1930778703,50768.73,2020-04-28,2020-04-29
ALBERT llc,200920735,1930718975,40445.71,2020-04-15,2020-04-16
KRFT FDS us,CCU002,1930693651,19801.12,2020-04-30,2020-05-01
SAFEW associates,200772595,1930763453,10636.67,2020-04-23,2020-04-24
DOT associates,200705742,1930659665,5795.24,2020-03-31,2020-04-01
C&S WH,200762301,1930838333,154181.4,2020-05-15,2020-05-16
WAL-MAR corporation,200769623,1930772674,92.82,2020-04-26,2020-04-27
AM corporation,200418007,1930781960,10654.56,2020-05-01,2020-05-02
WAL-MAR foundation,200769623,1930617484,13341.03,2020-03-22,2020-03-23
WAL-MAR llc,200769623,1930800344,12996.77,2020-05-03,2020-05-04
WAL-MAR co,200769623,1930710122,12861.48,2020-04-12,2020-04-13
WAL-MAR co,200769623,1930678765,37714.24,2020-04-05,2020-04-06
H T H associates,200078795,1930813793,731.44,2020-05-07,2020-05-08
C&S WH corporation,200762301,1930739305,22549.69,2020-04-19,2020-04-20
PUBLI corp,200707822,1930690398,20621.38,2020-04-07,2020-04-08
KROGER us,200732755,1930725460,40218.97,2020-04-17,2020-04-18
COSTCO,140104429,2960624542,12260.23,2020-04-19,2020-04-21
DEMOU in,200793088,1930783528,61214.01,2020-05-01,2020-05-02
GROC associates,200915438,1930758592,18846.6,2020-04-27,2020-04-28
WAL-MAR co,200769623,1930726659,47599.96,2020-04-16,2020-04-17
DOLLA foundation,200148860,1930717507,5426.66,2020-06-02,2020-06-03
SAFEW in,200772595,1930671627,91266.33,2020-04-05,2020-04-06
WAKE us,200704858,1930729556,22779.88,2020-04-17,2020-04-18
SUPE us,200936373,1930692677,28686.1,2020-04-10,2020-04-11
COST co,200794332,1930620574,1837.9,2020-03-24,2020-03-25
WAL-MAR systems,200769623,1930704279,28655.24,2020-04-11,2020-04-12
MCL corp,200799367,1930819309,39231.21,2020-05-09,2020-05-10
WAL-MAR us,200769623,1930703963,44980.6,2020-04-11,2020-04-12
SAFEW trust,200772595,1930828047,5142.47,2020-05-12,2020-05-13
US  trust,200778355,1930592264,14479.62,2020-03-25,2020-03-26
WAL-MAR co,200769623,1930619136,27562.28,2020-03-22,2020-03-23
WAL-M corp,140106408,2960628834,168940.99,2020-04-26,2020-05-06
WAL-MAR us,200769623,1930796291,20372.07,2020-05-05,2020-05-06
TARG co,200744019,1930570195,46740.7,2020-03-13,2020-03-14
WAL-MAR,200769623,1930687122,18688.21,2020-04-06,2020-04-07
SYGMA in,200782669,1930774569,17414.14,2020-05-05,2020-05-06
COST in,200794332,1930638039,14204.38,2020-03-27,2020-03-28
SO foundation,140104440,2960622147,46533.68,2020-03-29,2020-03-31
C&S WH co,200762301,1930826236,36707.46,2020-05-12,2020-05-13
KROGER co,200752302,1930733766,120098.69,2020-04-17,2020-04-18
WINC,200706844,1930875173,45149.61,2020-05-22,2020-05-23
COSTCO llc,140104429,2960618516,13378.68,2020-03-20,2020-03-22
AL trust,200739006,1930600156,21665.21,2020-03-25,2020-03-26
IN-N-,200668077,1930772204,26582.4,2020-04-25,2020-04-26
SAFEW systems,200772595,1930782443,100330.33,2020-04-30,2020-05-01
PRES associates,100026809,1930858066,20125,2020-05-15,2020-05-16
ASSOCIAT,200772670,1930689713,67030.13,2020-04-07,2020-03-12
ALBER in,200750051,1930727076,13025.28,2020-04-15,2020-04-16
WAL-MAR us,200769623,1930767971,21753.1,2020-04-24,2020-04-25
KRAFT F corp,CCU013,1930691731,13642.94,2020-03-26,2020-03-24
WAL-MAR foundation,200769623,1930884219,11727.87,2020-05-26,2020-05-27
OK in,200739534,1930856035,82770.38,2020-05-20,2020-05-21
KROGER co,200732755,1930599880,88812.38,2020-03-20,2020-03-21
TARG corp,200744019,1930829514,7019.14,2020-05-12,2020-05-13
C&S WH in,200762301,1930694419,25349.69,2020-04-09,2020-04-10
WAL-MAR associates,200769623,1930669947,2373.96,2020-04-03,2020-04-04
G T  co,140106372,2960630823,47736,2020-05-07,2020-05-09
DEC corporation,200416837,1930669395,159.72,2020-04-08,2020-05-06
WAL-MAR trust,200769623,1930879703,11368.98,2020-05-24,2020-05-25
WAL-MAR foundation,200769623,1930882964,90631.77,2020-05-26,2020-05-27
H E BUT in,200761734,1930620906,40255.17,2020-03-23,2020-03-24
BJ'S  in,200726979,1930840989,305.55,2020-05-13,2020-05-14
H E BUT corp,200761734,1930732731,45865.26,2020-04-17,2020-04-18
MCL trust,200799367,1930722744,80370.33,2020-04-15,2020-04-16
KING S,200707005,1930779451,80480.77,2020-04-29,2020-04-30
PIGGLY associates,200793122,1930789614,53601.94,2020-05-01,2020-05-02
BJ'S  llc,200726979,1930780232,1151.85,2020-04-27,2020-04-28
MEIJ associates,200780383,1930848445,105135.38,2020-05-16,2020-05-17
WAL-MAR systems,200769623,1930659369,20528.81,2020-04-03,2020-04-04
WINC co,200706844,1930604781,17927.01,2020-05-08,2020-05-09
C&S WH trust,200762301,1930833060,91201.59,2020-05-13,2020-05-14
KING S associates,200707005,1930729153,18228.3,2020-04-17,2020-04-18
W H corporation,200386051,1930752909,71190.96,2020-04-27,2020-04-28
SUGAR  corp,200712102,1930606783,83733.44,2020-05-04,2020-05-02
TARG corp,200744019,1930653685,2405.82,2020-03-31,2020-04-01
KROGER llc,200729290,1930808206,128112.24,2020-05-06,2020-05-07
WAL-MAR us,200769623,1930768148,37493.48,2020-04-25,2020-04-26
PAPA JO,100043936,1930645795,17232.81,2020-03-22,2020-03-23
DELHAIZE co,100031704,1930726974,58972.44,2020-04-17,2020-04-18
WAL-MAR,200769623,1930739323,11011.97,2020-04-20,2020-04-21
WAL-MAR associates,200769623,1930678753,63125.34,2020-04-06,2020-04-07
BARGAIN  systems,200290370,1930637858,17184.75,2020-04-02,2020-04-03
COST corporation,200794332,1930687815,1501.27,2020-04-07,2020-04-08
WAL-MAR corporation,200769623,1930585666,40894.49,2020-03-17,2020-03-18
BJ'S  corp,200726979,1930705244,3131.78,2020-04-08,2020-04-09
WAL-MAR corporation,200769623,1930703948,11474.75,2020-04-10,2020-04-11
KROGER co,200729290,1930711689,35765.72,2020-04-12,2020-04-13
WAL-MAR trust,200769623,1930854785,1623.89,2020-05-19,2020-05-20
ESSEX  associates,100049079,1930708370,21709.92,2020-04-11,2020-04-12
MEIJ,200780383,1930713360,35000.11,2020-04-12,2020-04-13
RITE in,200781831,1930572211,69959.5,2020-03-13,2020-03-14
SUPERVAL foundation,140101682,1991838796,2593.76,2020-04-08,2020-04-10
WAL-MAR systems,200769623,1930594423,20460.54,2020-03-19,2020-03-20
INGL us,200759082,1930727456,74217.26,2020-04-15,2020-04-16
C&S WH corporation,200762301,1930776675,88538.31,2020-04-26,2020-04-27
WAL-MAR corp,200769623,1930621220,14299.62,2020-03-24,2020-03-25
BEN  foundation,200725421,1930774231,11834.4,2020-05-04,2020-05-05
US  co,200778355,1930650590,2420.5,2020-04-02,2020-04-03
C&S WH systems,200762301,1930796761,67617.27,2020-05-02,2020-05-03
WAL-MAR systems,200769623,1930620786,14515.98,2020-03-24,2020-03-25
WAL-MAR systems,200769623,1930605736,2597.95,2020-03-20,2020-03-21
BROW in,200164995,1930724863,6290.42,2020-04-21,2020-04-22
C&S WH co,200762301,1930832528,46265.65,2020-05-13,2020-05-14
WAL-MAR systems,200769623,1930683953,20394.78,2020-04-06,2020-04-07
WAL-MAR us,200769623,1930662378,13943.62,2020-04-02,2020-04-03
SA systems,200759878,1930822169,13976.96,2020-05-10,2020-05-11
SAFEW corporation,200772595,1930710275,101466.44,2020-04-11,2020-04-12
KEHE  corp,200760666,1930699848,374.88,2020-06-05,2020-06-06
OK llc,200739534,1930687007,64295.62,2020-04-07,2020-04-08
MCL in,200799367,1930593233,79536.84,2020-03-18,2020-03-19
WAL-MAR trust,200769623,1930654902,283.26,2020-04-01,2020-04-02
DECA us,200230690,1930599535,6718.04,2020-03-11,2020-04-08
SYSC,140105686,2960630416,37639.98,2020-05-04,2020-05-06
SO trust,140104440,2960628746,64628.06,2020-05-04,2020-05-06
AM systems,200418007,1930708517,201.6,2020-04-16,2020-04-17
ALBERT us,200920735,1930800206,66055.08,2020-05-02,2020-05-03
WAL-MAR corp,200769623,1930749932,50741.6,2020-04-21,2020-04-22
MCLANE llc,200126819,1930552154,6535.05,2020-03-14,2020-03-15
WAL-MAR foundation,200769623,1930658273,1808.39,2020-04-02,2020-04-03
DOLLA co,200148860,1930828328,28703.24,2020-05-12,2020-05-13
BJ'S,200726979,1930772275,224.9,2020-04-22,2020-04-23
GENERAL llc,200763489,1930779393,19529.1,2020-04-28,2020-04-29
WAL-MAR in,200769623,1930875957,29797.72,2020-05-24,2020-05-25
WAL-MAR corporation,200769623,1930738692,43987.14,2020-04-19,2020-04-20
WAL-MAR us,200769623,1930661055,471.56,2020-04-01,2020-04-02
WAL-MAR trust,200769623,1930753755,18769.34,2020-04-21,2020-04-22
DELHAIZE foundation,100031704,1930659971,69888.91,2020-04-02,2020-04-03
SA trust,200759878,1930767168,97409.99,2020-05-24,2020-05-22
ATLANT in,140106293,2960624190,178.01,2020-04-16,2020-04-18
C&S WH systems,200762301,1930660393,838.16,2020-05-22,2020-05-23
C&S WH systems,200762301,1930576343,142804.01,2020-03-13,2020-03-14
KRAFT F foundation,CCU013,1930596175,15093,2020-03-03,2020-03-01
BJ'S  trust,200726979,1930754678,690.56,2020-04-22,2020-04-23
WAL-MAR us,200769623,1930654790,44204.33,2020-03-31,2020-04-01
DEC foundation,200416837,1930753748,349.44,2020-04-24,2020-05-22
INGL corporation,200759082,1930793001,12179.87,2020-04-30,2020-05-01
SYSCO associates,200900909,1930825649,4751.01,2020-05-09,2020-05-10
COST in,200794332,1930666921,32715.47,2020-03-30,2020-03-31
WAKE us,200704858,1930833235,18568.24,2020-05-14,2020-05-15
BJ'S  llc,200726979,1930773889,1038.2,2020-04-25,2020-04-26
POWE corp,200891601,1930573698,87478.2,2020-04-01,2020-04-02
BJ'S  co,200726979,1930780256,486.76,2020-04-27,2020-04-28
METRO  llc,140104423,2960624847,213714.78,2020-04-11,2020-04-13
COST associates,200794332,1930717271,13114.9,2020-04-16,2020-04-17
JET in,200152991,1930772319,1709.62,2020-04-26,2020-04-27
PUBLI associates,200707822,1930732025,22137.39,2020-04-16,2020-04-17
DEC llc,200020431,1930682747,11930.22,2020-03-26,2020-04-23
PAPA JO,100043936,1930580239,18135.88,2020-03-09,2020-03-10
WAL-MAR corporation,200769623,1930718424,3811,2020-04-14,2020-04-15
WAL-MAR associates,200769623,1930666816,7855.51,2020-04-04,2020-04-05
RA us,200704045,1930710432,48648,2020-04-12,2020-04-13
SWEET  co,200692711,1930646461,54944,2020-03-22,2020-03-23
WAL-MAR co,200769623,1930617115,56381.62,2020-03-23,2020-03-24
WAL-MAR llc,200769623,1930814150,4095.92,2020-05-08,2020-05-09
SYSCO  trust,200714710,1930664176,34737.61,2020-04-05,2020-04-06
COST corp,200794332,1930862359,24341.31,2020-05-22,2020-05-23
ASSOCIAT corporation,200772670,1930723926,91888.58,2020-04-15,2020-03-20
SO corp,140104440,2960617092,88032.07,2020-03-15,2020-03-17
PUBLI corporation,200707822,1930687088,62844.03,2020-04-07,2020-04-08
H E BUT foundation,200761734,1930843125,41521.99,2020-05-15,2020-05-16
SUPE co,200936373,1930760524,54667.18,2020-04-23,2020-04-24
WAL-MAR co,200769623,1930758934,5853.01,2020-04-24,2020-04-25
WINC associates,200706844,1930793045,75413.43,2020-05-01,2020-05-02
WAL-MAR corporation,200769623,1930861624,7262.36,2020-05-21,2020-05-22
KROGER associates,200729290,1930782831,123543.3,2020-04-28,2020-04-29
COSTCO foundation,140104429,2960629667,41061.16,2020-05-01,2020-05-03
MCL trust,200799367,1930641906,28173.18,2020-04-02,2020-04-03
SA us,200759878,1930839193,13416.05,2020-05-18,2020-05-19
BOZZU trust,200779906,1930659143,10607.02,2020-05-21,2020-05-22
WAL-MAR corporation,200769623,1930778605,23526.3,2020-04-27,2020-04-28
WAL-MAR us,200769623,1930623113,3977.09,2020-03-23,2020-03-24
WAL-MAR co,200769623,1930652485,4689.84,2020-03-29,2020-03-30
AM corp,200418007,1930752840,51640.2,2020-04-24,2020-04-25
LOB us,140104409,2960618810,105876.36,2020-03-23,2020-03-25
SHERM'S  trust,200793319,1930782898,5047.26,2020-04-30,2020-05-01
C&S W,200965912,1930802027,66194.02,2020-05-06,2020-05-07
DELHAIZE systems,100031704,1930781989,86997.18,2020-04-28,2020-04-29
BJ'S  in,200726979,1930724564,73959.55,2020-04-15,2020-04-16
DECA corporation,200353024,1930877173,53.28,2020-05-24,2020-06-21
ASSOCIAT systems,200772670,1930716345,39556.41,2020-04-12,2020-03-17
WAL-MAR corp,200769623,1930682876,61038.98,2020-04-05,2020-04-06
WAL-MAR co,200769623,1930683197,14154.41,2020-04-06,2020-04-07
WAL-MAR trust,200769623,1930717068,9630.81,2020-04-13,2020-04-14
C&S WH corp,200762301,1930799659,39523.68,2020-05-04,2020-05-05
DUTCH  us,200359490,1930839309,22524.48,2020-05-09,2020-05-10
DELHAIZE us,100031704,1930779021,117684.76,2020-04-29,2020-04-30
TARG foundation,200744019,1930585298,35247.39,2020-03-17,2020-03-18
WAL-MAR associates,200769623,1930592193,10055.28,2020-03-19,2020-03-20
ASSOCIAT llc,200772670,1930800084,1053.49,2020-05-03,2020-04-07
SWIF foundation,200905809,1930576755,3983.03,2020-03-30,2020-03-31
SA corp,200759878,1930705962,20164.81,2020-04-11,2020-04-12
WAL-MAR systems,200769623,1930706981,355.93,2020-04-11,2020-04-12
VENT associates,200124052,1930733113,13639.53,2020-05-16,2020-05-17
KROGER trust,200793513,1930717245,53058.81,2020-04-13,2020-04-14
KRAFT F co,CCU013,1930646711,11890.62,2020-03-12,2020-03-10
C&S WH corporation,200762301,1930670676,35571.75,2020-04-04,2020-04-05
WEIS corp,200771157,1930838744,72338.33,2020-05-15,2020-05-16
WAL-MAR us,200769623,1930740665,135.95,2020-04-19,2020-04-20
TARG us,200744019,1930851718,1948.67,2020-05-18,2020-05-19
COAS us,200337148,1930636633,2470.88,2020-03-25,2020-03-26
WAKE llc,200704858,1930655117,85216.7,2020-04-01,2020-04-02
C&S WH corporation,200762301,1930592487,17418.16,2020-03-18,2020-03-19
SUPE us,200793568,1930831574,382.11,2020-05-13,2020-05-14
M B  systems,200741174,1930652030,5762.87,2020-04-04,2020-04-05
WAL-MAR in,200769623,1930717851,4368.12,2020-04-16,2020-04-17
WAL-MAR co,200769623,1930692137,52074.91,2020-04-09,2020-04-10
DECA co,200353024,1930876236,13389.93,2020-05-11,2020-06-08
WAL-MAR systems,200769623,1930747491,22489.17,2020-04-20,2020-04-21
FOODL in,200508557,1930738973,1685.54,2020-04-25,2020-04-26
WAL-MAR foundation,200769623,1930842424,57507.32,2020-05-15,2020-05-16
WAL-MAR us,200769623,1930585140,50892.66,2020-03-16,2020-03-17
TARG foundation,200744019,1930718473,41069.76,2020-04-14,2020-04-15
WAL-MAR corp,200769623,1930719129,19620.22,2020-04-14,2020-04-15
ASSOCIAT,200772670,1930786341,419.07,2020-04-29,2020-04-03
FR corp,200705372,1930597594,18331.97,2020-03-20,2020-03-21
KROGER in,200752302,1930789663,93615.29,2020-04-30,2020-05-01
99 CE co,100012638,1930794167,8099.52,2020-05-01,2020-05-02
AM associates,200418007,1930583235,7875.85,2020-03-21,2020-03-22
WALG,200712105,1930833320,59683.84,2020-05-13,2020-05-14
WAL-MAR corporation,200769623,1930739374,50648.66,2020-04-20,2020-04-21
WAL-MAR systems,200769623,1930801373,42912.53,2020-05-04,2020-05-05
SUPE trust,200741831,1930800787,41657.67,2020-05-07,2020-05-08
WAL-MAR associates,200769623,1930879895,2357.81,2020-05-22,2020-05-23
WAL-M systems,140106408,2960630626,39313.39,2020-05-06,2020-05-08
C&S WH trust,200762301,1930779605,3128.75,2020-04-29,2020-04-30
PUBLI systems,200707822,1930719189,77252.13,2020-04-14,2020-04-15
SMART &  associates,200707741,1930766213,40293.73,2020-04-23,2020-04-24
ASSOCIAT systems,200772670,1930809595,2890.21,2020-05-06,2020-04-10
WAL-MAR in,200769623,1930747800,16390.51,2020-04-21,2020-04-22
SA in,200759878,1930671113,37933.6,2020-04-04,2020-04-05
C&S WH,200762301,1930855752,7812.17,2020-05-21,2020-05-22
BJ'S  llc,200726979,1930661356,744.61,2020-04-02,2020-04-03
KRAFT F,CCU013,1930676756,52862.54,2020-03-22,2020-03-20
SUPE llc,200936373,1930784935,82075.14,2020-05-01,2020-05-02
ASSOCIAT llc,200772670,1930726237,40756.51,2020-04-15,2020-03-20
WAL-MAR in,200769623,1930828018,47824.83,2020-05-11,2020-05-12
M B  corporation,200741174,1930719487,2208.02,2020-04-16,2020-04-17
C&S WH systems,200762301,1930759686,57659.39,2020-04-23,2020-04-24
BROOKS in,200727272,1930830714,1349.76,2020-05-12,2020-05-13
DOLLA in,200148860,1930859098,47132.47,2020-05-20,2020-05-21
SA trust,200729942,1930757159,3821.18,2020-04-22,2020-04-23
CO in,100057168,1930829909,81002.1,2020-05-12,2020-05-13
TARG us,200744019,1930690931,27603.76,2020-04-08,2020-04-09
MEIJ us,200780383,1930847763,54833.31,2020-05-16,2020-05-17
AL foundation,200739006,1930733068,9241.32,2020-04-22,2020-04-23
TARG trust,200744019,1930793395,34836.09,2020-05-02,2020-05-03
SUPE in,200936373,1930622263,14085.12,2020-03-23,2020-03-24
WAL-MAR corporation,200769623,1930690184,20958.01,2020-04-08,2020-04-09
SA systems,200729942,1930662927,2518.08,2020-04-01,2020-04-02
KROGER corp,200748108,1930832550,9223.38,2020-05-13,2020-05-14
SYSCO us,200900909,1930659889,56087.16,2020-03-31,2020-04-01
WAL-MAR llc,200769623,1930647312,15955.18,2020-03-30,2020-03-31
COSTCO in,140104429,2960623598,36526.84,2020-04-07,2020-04-09
COSTCO foundation,140104429,2960629852,8255.19,2020-05-05,2020-05-07
MCL foundation,200799367,1930813694,4430.46,2020-05-08,2020-05-09
TARG corp,200744019,1930689697,84191.12,2020-04-08,2020-04-09
WAL-MAR associates,200769623,1930846943,3150.45,2020-05-17,2020-05-18
WAL-MAR systems,200769623,1930797893,245.48,2020-05-03,2020-05-04
KRAFT  llc,CCCA02,1930708745,10786.5,2020-05-01,2020-05-02
C&S WH corp,200762301,1930822389,56601.46,2020-05-10,2020-05-11
WAL-MAR in,200769623,1930710833,21789.97,2020-04-12,2020-04-13
DOLLA co,200148860,1930779062,69789.25,2020-04-28,2020-04-29
HY -  associates,200795490,1930858981,67321.54,2020-05-20,2020-05-21
DEMOU trust,200793088,1930700578,80566.3,2020-04-10,2020-04-11
C&S WH associates,200762301,1930689312,11996.59,2020-04-08,2020-04-09
MEIJ llc,200780383,1930577509,116037.15,2020-03-13,2020-03-14
KROGE corp,200776463,1930773571,139518.73,2020-04-25,2020-04-26
SAVE-ON- trust,140104225,2960625342,70474.89,2020-04-10,2020-04-12
WAL-MAR foundation,200769623,1930854933,156.21,2020-05-19,2020-05-20
DEC systems,200803720,1930698690,5191.06,2020-04-08,2020-05-06
WAL-MAR associates,200769623,1930814110,10661.56,2020-05-06,2020-05-07
COST,200794332,1930642749,32715.47,2020-03-27,2020-03-28
GROC in,200915438,1930837786,7600,2020-05-21,2020-05-22
WAL-MAR,200769623,1930750708,369.01,2020-04-20,2020-04-21
SUPE us,200936373,1930706336,102997.91,2020-04-10,2020-04-11
WAL-MAR llc,200769623,1930767485,21824.03,2020-04-24,2020-04-25
COSTCO us,140104429,2960630384,42580.61,2020-05-04,2020-05-06
H E BUT corp,200761734,1930669584,78335.8,2020-04-03,2020-04-04
99 CE trust,100012638,1930819214,41747.42,2020-05-08,2020-05-09
WAL-MAR corp,200769623,1930809686,29168.72,2020-05-11,2020-05-12
WAL-MAR corp,200769623,1930732355,15942.64,2020-04-17,2020-04-18
DELHAIZE in,100031704,1930685112,69475.81,2020-04-05,2020-04-06
YEN BROS trust,140106212,2960619239,1056,2020-03-28,2020-03-30
H E BUT llc,200761734,1930581492,63492.77,2020-05-03,2020-05-04
WAKE,200704858,1930671334,8221.19,2020-04-05,2020-04-06
BJ'S  llc,200726979,1930655683,107.19,2020-04-01,2020-04-02
WESTI trust,100033439,1930620355,40281,2020-03-19,2020-03-20
TARG co,200744019,1930768278,7664.54,2020-04-25,2020-04-26
LOB corporation,140104409,2960625264,41105.8,2020-04-19,2020-04-21
FEDER co,140104240,2960619219,192486.86,2020-03-26,2020-03-28
WAL-MAR corporation,200769623,1930738278,150.92,2020-04-18,2020-04-19
BJ'S  us,200726979,1930693722,63.33,2020-04-09,2020-04-10
GO,200721222,1930579994,18109.51,2020-03-14,2020-03-15
DOT associates,200705742,1930624542,7647.93,2020-04-12,2020-04-13
DEC llc,200020431,1930817472,5241.52,2020-04-23,2020-05-21
WAL-MAR systems,200769623,1930582931,35480.39,2020-03-15,2020-03-16
WAL-MAR corp,200769623,1930584659,72228.53,2020-03-16,2020-03-17
KROGER llc,200752302,1930589327,16592.16,2020-03-19,2020-03-20
C&S WH in,200762301,1930827829,88665,2020-05-11,2020-05-12
LOB foundation,140104409,2960623713,60600.47,2020-04-04,2020-04-06
WAL-MAR us,200769623,1930671136,1898.9,2020-04-04,2020-04-05
SUPE us,200936373,1930655690,17672.24,2020-05-22,2020-05-23
WAL-MAR systems,200769623,1930758354,3979.11,2020-04-23,2020-04-24
FAREW in,200783734,1930733337,21403.88,2020-04-17,2020-04-18
DECA associates,200353024,1930876634,10305.3,2020-05-11,2020-06-08
WAL-MAR us,200769623,1930757580,6712.28,2020-04-22,2020-04-23
COS foundation,140103423,1991842230,5268.35,2020-05-14,2020-05-24
AM in,200418007,1930802816,2731.6,2020-05-07,2020-05-08
SHOPPE in,140105785,2960625239,8064.36,2020-04-10,2020-04-12
WAL-MAR in,200769623,1930689804,23896.69,2020-04-08,2020-04-09
KROGER trust,200729290,1930795397,2646.76,2020-04-30,2020-05-01
WAL-MAR systems,200769623,1930717308,11454.22,2020-04-13,2020-04-14
TARG,200744019,1930744638,5619.82,2020-04-19,2020-04-20
ASSOCIAT corp,200772670,1930690534,19649.62,2020-04-08,2020-03-13
DELHAIZE trust,100031704,1930718793,15749.09,2020-04-14,2020-04-15
C&S WH us,200762301,1930801690,97652.49,2020-05-06,2020-05-07
DELHAIZE llc,100031704,1930825505,43630.69,2020-05-09,2020-05-10
ALBERT in,200920735,1930614080,119565.48,2020-03-22,2020-03-23
WAL-MAR us,200769623,1930705352,6950.33,2020-04-11,2020-04-12
WAL-MAR systems,200769623,1930665181,15728.37,2020-04-05,2020-04-06
HAR co,200762950,1930720247,28221.46,2020-04-14,2020-04-15
SMITH'S,200466603,1930613926,64193.53,2020-03-23,2020-03-24
SA,200759878,1930654694,20681.83,2020-03-31,2020-04-01
C&S WH associates,200762301,1930597274,4827.83,2020-03-20,2020-03-21
MEIJ corp,200780383,1930862213,113682.04,2020-05-21,2020-05-22
WAL-MAR,200769623,1930885619,42447.96,2020-05-25,2020-05-26
DOLLAR foundation,100001196,1930651865,57315.57,2020-03-30,2020-03-31
BJ'S  in,200726979,1930730954,250.09,2020-04-17,2020-04-18
WAL-MAR corp,200769623,1930608262,66055.12,2020-03-21,2020-03-22
COST corporation,200794332,1930868325,33773.06,2020-05-22,2020-05-23
WAL-MAR associates,200769623,1930764044,2147.58,2020-04-30,2020-05-01
ASSOCIAT us,200772670,1930778817,31503.76,2020-04-26,2020-03-31
BELL associates,200202604,1930594395,54404,2020-04-12,2020-04-13
ASSOCIAT llc,200772670,1930780753,22988.8,2020-04-28,2020-04-02
BJ'S  co,200726979,1930752382,198.38,2020-04-20,2020-04-21
BJ'S  llc,200726979,1930829024,674.56,2020-05-09,2020-05-10
TARG corp,200744019,1930801156,96137.08,2020-05-09,2020-05-10
TARG llc,200744019,1930800419,7664.54,2020-05-04,2020-05-05
WAL-MAR systems,200769623,1930584484,19466.38,2020-03-16,2020-03-17
PUBLI associates,200707822,1930606388,10379.44,2020-03-25,2020-03-26
WAL-MAR foundation,200769623,1930844008,54613.8,2020-05-16,2020-05-17
IN-N corporation,100043892,1930804903,17880.6,2020-05-06,2020-05-07
EX,200505720,1930625338,8735.6,2020-03-26,2020-03-27
MITCH llc,200799342,1930623181,67476.11,2020-03-24,2020-03-25
SCHNU corporation,200747369,1930770664,115537.81,2020-04-24,2020-04-25
DOT in,200705742,1930788783,32891.17,2020-04-30,2020-05-01
MCL foundation,200799367,1930682283,15121.88,2020-04-11,2020-04-12
AM co,200418007,1930769069,7859.35,2020-04-29,2020-04-30
GROC us,100036066,1930653407,2712.54,2020-04-03,2020-04-04
WAL-MAR us,200769623,1930764527,29284.61,2020-04-24,2020-04-25
C&S WH foundation,200762301,1930707279,16070.82,2020-04-12,2020-04-13
DOT systems,200705742,1930666941,18512.54,2020-04-22,2020-04-23
SA llc,200759878,1930655331,1109.92,2020-04-02,2020-04-03
PUBLI corp,200707822,1930768293,78241.28,2020-04-25,2020-04-26
KRAFT  corporation,CCCA02,1930579090,14509.06,2020-04-03,2020-04-04
STATER,200743996,1930841837,41466.2,2020-05-15,2020-05-16
WAL-MAR systems,200769623,1930822708,20178.74,2020-05-09,2020-05-10
COST co,200794332,1930760523,8793.09,2020-04-25,2020-04-26
SAFEW us,200772595,1930570387,31687.12,2020-03-13,2020-03-14
WAL-MAR associates,200769623,1930724627,7338.79,2020-04-15,2020-04-16
WAL-MAR corporation,200769623,1930849856,30.64,2020-05-18,2020-05-19
WAL-MAR us,200769623,1930724185,10315.71,2020-04-15,2020-04-16
DEC llc,200416837,1930813130,2340.69,2020-05-09,2020-06-06
SA foundation,200729942,1930740473,10189.38,2020-04-18,2020-04-19
GROC associates,200915438,1930829555,6290,2020-05-13,2020-05-14
WAL-MAR systems,200769623,1930739326,15851.17,2020-04-19,2020-04-20
WAL-MAR llc,200769623,1930803677,41612.72,2020-05-06,2020-05-07
SAVE-ON- in,140104225,2960620450,79525.89,2020-03-23,2020-03-25
TARG corp,200744019,1930708920,29869.2,2020-04-11,2020-04-12
SMITH'S associates,200466603,1930647066,41734.87,2020-03-27,2020-03-28
COST llc,200794332,1930654308,5116.48,2020-03-31,2020-04-01
KROGER corporation,200729290,1930620378,79442.4,2020-03-23,2020-03-24
WAL-MAR llc,200769623,1930715414,41371.19,2020-04-14,2020-04-15
WAL-M in,140106408,2960624431,43523.13,2020-04-05,2020-04-15
WAL-MAR foundation,200769623,1930691292,24513.65,2020-04-09,2020-04-10
GILSTE in,200724999,1930693181,62702.32,2020-03-30,2020-03-31
WAL-MAR llc,200769623,1930729905,28143.67,2020-04-18,2020-04-19
SUPE,200936373,1930605035,2687.69,2020-05-11,2020-05-12
BUTTE foundation,140103409,1991840624,44819.06,2020-04-23,2020-04-25
WAL-MAR co,200769623,1930884931,24030.28,2020-05-26,2020-05-27
WAL-MAR systems,200769623,1930733010,1898.9,2020-04-18,2020-04-19
AM foundation,200418007,1930779666,12399.34,2020-04-30,2020-05-01
DOT in,200705742,1930576857,854.9,2020-04-01,2020-04-02
H E BUT corp,200761734,1930570608,126482.88,2020-03-13,2020-03-14
KRAFT F us,CCU013,1930571389,8931.4,2020-03-01,2020-02-28
COST,200794332,1930856508,5335.45,2020-05-19,2020-05-20
DICA systems,200749091,1930647118,52314.75,2020-03-28,2020-03-29
COSTCO,140104429,2960623735,44433.78,2020-04-12,2020-04-14
BJ'S  llc,200726979,1930875524,883.45,2020-05-22,2020-05-23
